[2025-09-05 20:10:58] This is codeql database index-files --include-extension=.yaml --include-extension=.yml --size-limit=5m --language yaml -- /workspaces/demo-private/codeql-database
[2025-09-05 20:10:58] Log file was started late.
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/5a...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/57...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/df...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/93...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/e9...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/78...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/71...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/eb...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/a3...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/3e...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/d3...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/9e...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/1c...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/fa...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/1f...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ed...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/bd...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/88...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/82...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/e4...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/99...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/0f...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/07...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/1d...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/5f...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/1e...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/46...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/7c...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/1b...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/8c...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/b3...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/a7...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/55...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/24...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/36...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/0e...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/1a...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/dd...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/16...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/d0...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/4c...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/17...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/22...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ca...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/f3...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/fb...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/7a...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/e1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/d6...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/84...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/5b...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ec...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ef...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/87...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/64...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/97...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/d8...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/61...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/bc...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/bb...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/f0...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/90...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/d7...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/67...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/40...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/cf...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/04...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/f5...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/e2...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/09...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/23...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/4f...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ac...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/5c...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/e6...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/45...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/cc...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/65...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/47...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/b1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/2b...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/4e...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/bf...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/7f...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/a2...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/27...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/d1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/f7...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/aa...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/83...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/72...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/5e...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/f1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/31...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/7b...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/2e...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/33...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/e0...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/12...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/9c...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/92...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/4a...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/hooks...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/lfs...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/lfs/cache...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/lfs/cache/locks...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/lfs/cache/locks/refs...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/lfs/cache/locks/refs/heads...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/lfs/cache/locks/refs/heads/feat...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/lfs/cache/locks/refs/heads/feat/codeql-email-header-injection...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/lfs/tmp...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.github...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.github/terraform...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.github/ISSUE_TEMPLATE...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.github/workflows...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.github/codeql...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.github/codeql/ryudes-python-email...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.github/codeql/ryudes-python-email/queries...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.github/release-cluster...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/diagnostic...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/diagnostic/tracer...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/diagnostic/extractors...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/diagnostic/extractors/python...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/diagnostic/extractors/yaml...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/log...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/predicates...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/relations...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/cached-strings...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/cached-strings/tuple-pool...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/cached-strings/pools...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/cached-strings/pools/0...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/cached-strings/pools/0/ids1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/cached-strings/pools/0/metadata...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/cached-strings/pools/0/buckets...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/cached-strings/pools/0/indices1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/cached-strings/pools/0/pageDump...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/cache/pages...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools/0...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools/0/metadata...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools/0/buckets...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools/0/pageDump...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools/1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools/1/ids1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools/1/metadata...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools/1/buckets...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools/1/indices1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/pools/1/pageDump...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.codeql-db/db-py/db-python/default/strings...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/helm-chart...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/helm-chart/templates...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/istio-manifests...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/scripts...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/protos...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/protos/grpc...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/protos/grpc/health...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/protos/grpc/health/v1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kubernetes-manifests...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/tests...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/tests/emailservice...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/diagnostic...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/diagnostic/tracer...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/diagnostic/extractors...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/diagnostic/extractors/python...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/diagnostic/extractors/yaml...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/log...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/predicates...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/relations...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/cached-strings...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/cached-strings/tuple-pool...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/cached-strings/pools...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/cached-strings/pools/0...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/cached-strings/pools/0/ids1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/cached-strings/pools/0/metadata...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/cached-strings/pools/0/buckets...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/cached-strings/pools/0/indices1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/cached-strings/pools/0/pageDump...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/cache/pages...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools/0...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools/0/metadata...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools/0/buckets...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools/0/pageDump...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools/1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools/1/ids1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools/1/metadata...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools/1/buckets...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools/1/indices1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/pools/1/pageDump...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/demo-db/db-python/default/strings...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/custom-base-url...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/google-cloud-operations...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/single-shared-session...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/shopping-assistant...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/shopping-assistant/scripts...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/container-images-tag-suffix...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/without-loadgenerator...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/network-policies...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/service-mesh-istio...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/container-images-tag...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/container-images-registry...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/non-public-frontend...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/cymbal-branding...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/memorystore...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/alloydb...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/components/spanner...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/base...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/tests...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/tests/spanner-with-all-components...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/tests/service-mesh-istio-with-all-components...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/kustomize/tests/memorystore-with-all-components...
[2025-09-05 20:10:58] Plumbing command codeql resolve files completed:
                      [
                        "/workspaces/demo-private/.codeql-db/db-py/codeql-database.yml",
                        "/workspaces/demo-private/.deploystack/deploystack.yaml",
                        "/workspaces/demo-private/.deploystack/test.yaml",
                        "/workspaces/demo-private/.github/auto-approve.yml",
                        "/workspaces/demo-private/.github/codeql/ryudes-python-email/codeql-pack.lock.yml",
                        "/workspaces/demo-private/.github/codeql/ryudes-python-email/codeql-pack.yml",
                        "/workspaces/demo-private/.github/codeql/ryudes-python-email/qlpack.yml",
                        "/workspaces/demo-private/.github/header-checker-lint.yml",
                        "/workspaces/demo-private/.github/release-cluster/backend-config.yaml",
                        "/workspaces/demo-private/.github/release-cluster/frontend-config.yaml",
                        "/workspaces/demo-private/.github/release-cluster/frontend-ingress.yaml",
                        "/workspaces/demo-private/.github/release-cluster/frontend-service.yaml",
                        "/workspaces/demo-private/.github/release-cluster/managed-cert.yaml",
                        "/workspaces/demo-private/.github/snippet-bot.yml",
                        "/workspaces/demo-private/.github/workflows/ci-main.yaml",
                        "/workspaces/demo-private/.github/workflows/ci-pr.yaml",
                        "/workspaces/demo-private/.github/workflows/cleanup.yaml",
                        "/workspaces/demo-private/.github/workflows/codeql.yml",
                        "/workspaces/demo-private/.github/workflows/helm-chart-ci.yaml",
                        "/workspaces/demo-private/.github/workflows/kubevious-manifests-ci.yaml",
                        "/workspaces/demo-private/.github/workflows/kustomize-build-ci.yaml",
                        "/workspaces/demo-private/.github/workflows/terraform-validate-ci.yaml",
                        "/workspaces/demo-private/cloudbuild.yaml",
                        "/workspaces/demo-private/codeql-database/codeql-database.yml",
                        "/workspaces/demo-private/demo-db/codeql-database.yml",
                        "/workspaces/demo-private/helm-chart/Chart.yaml",
                        "/workspaces/demo-private/helm-chart/templates/adservice.yaml",
                        "/workspaces/demo-private/helm-chart/templates/cartservice.yaml",
                        "/workspaces/demo-private/helm-chart/templates/checkoutservice.yaml",
                        "/workspaces/demo-private/helm-chart/templates/common.yaml",
                        "/workspaces/demo-private/helm-chart/templates/currencyservice.yaml",
                        "/workspaces/demo-private/helm-chart/templates/emailservice.yaml",
                        "/workspaces/demo-private/helm-chart/templates/frontend.yaml",
                        "/workspaces/demo-private/helm-chart/templates/loadgenerator.yaml",
                        "/workspaces/demo-private/helm-chart/templates/opentelemetry-collector.yaml",
                        "/workspaces/demo-private/helm-chart/templates/paymentservice.yaml",
                        "/workspaces/demo-private/helm-chart/templates/productcatalogservice.yaml",
                        "/workspaces/demo-private/helm-chart/templates/recommendationservice.yaml",
                        "/workspaces/demo-private/helm-chart/templates/shippingservice.yaml",
                        "/workspaces/demo-private/helm-chart/values.yaml",
